Round/Game,Winner,Loser,Crash,Timeout,Map,Duration,W Score,L Score,(W-L)/Max,W 55,W 1000,W 10000,L 55,L 1000,L 10000,Win Addr,Lose Addr,Start,Finish,Round/Game,,Bot,Games,Win,Loss,Win %,AvgTime,Hour,Crash,Timeout
64 / 13529,ZZZKBot,NUSBot,FALSE,FALSE,TauCross,00:03:50,4874,2315,0.52492,0,0,0,0,0,0,/192.168.0.44,/192.168.0.43,20161002_200940,20161002_201040,65 / 13529,,,,,,,,,,
64 / 13544,ZZZKBot,Skynet,FALSE,FALSE,TauCross,00:08:31,8739,6422,0.2651,0,0,0,0,0,0,/192.168.0.31,/192.168.0.11,20161002_202049,20161002_202227,65 / 13544,,,,,,,,,,
64 / 13558,ZZZKBot,Xelnaga,FALSE,FALSE,TauCross,00:04:44,5860,2817,0.51919,0,0,0,0,0,0,/192.168.0.11,/192.168.0.13,20161002_203115,20161002_203218,65 / 13558,,,,,,,,,,
64 / 13571,ZZZKBot,Ximp,FALSE,FALSE,TauCross,00:09:21,14539,5811,0.60028,0,0,0,4,0,0,/192.168.0.42,/192.168.0.13,20161002_204249,20161002_204437,65 / 13571,,,,,,,,,,
64 / 13583,ZZZKBot,IceBot,FALSE,FALSE,TauCross,00:03:48,4648,1849,0.60206,0,0,0,0,0,0,/192.168.0.11,/192.168.0.42,20161002_205244,20161002_205340,65 / 13583,,,,,,,,,,
64 / 13594,ZZZKBot,Iron,FALSE,FALSE,TauCross,00:15:19,12109,2079,0.82824,0,0,0,0,0,0,/192.168.0.23,/192.168.0.43,20161002_210241,20161002_210500,65 / 13594,,,,,,,,,,
64 / 13613,ZZZKBot,Oritaka,FALSE,FALSE,TauCross,00:03:55,5295,2025,0.61745,0,0,0,0,0,0,/192.168.0.32,/192.168.0.31,20161002_211756,20161002_211906,65 / 13613,,,,,,,,,,
64 / 13621,ZZZKBot,SRbotOne,FALSE,FALSE,TauCross,00:04:42,4904,2423,0.50581,0,0,0,3,0,0,/192.168.0.34,/192.168.0.42,20161002_212439,20161002_212536,65 / 13621,,,,,,,,,,
64 / 13628,ZZZKBot,TerranUAB,FALSE,FALSE,TauCross,00:07:01,5246,2157,0.58872,0,0,0,0,0,0,/192.168.0.32,/192.168.0.44,20161002_213023,20161002_213154,65 / 13628,,,,,,,,,,
64 / 13634,ZZZKBot,Tyr,FALSE,FALSE,TauCross,00:03:11,2581,550,0.7866,0,0,0,0,0,0,/192.168.0.34,/192.168.0.13,20161002_213502,20161002_213553,65 / 13634,,,,,,,,,,
64 / 13639,ZZZKBot,Cimex,FALSE,FALSE,TauCross,00:03:25,4226,1733,0.58978,0,0,0,0,0,0,/192.168.0.13,/192.168.0.44,20161002_213858,20161002_214001,65 / 13639,,,,,,,,,,
64 / 13643,ZZZKBot,GarmBot,FALSE,FALSE,TauCross,00:05:32,7834,3420,0.56337,0,0,0,0,0,0,/192.168.0.13,/192.168.0.22,20161002_214212,20161002_214357,65 / 13643,,,,,,,,,,
65 / 13669,ZZZKBot,UAlbertaBot,FALSE,FALSE,Andromeda,00:13:27,24989,11385,0.54438,1,0,0,2,0,0,/192.168.0.42,/192.168.0.13,20161002_220720,20161002_220937,66 / 13669,,,,,,,,,,
65 / 13688,ZZZKBot,Aiur,FALSE,FALSE,Andromeda,00:04:37,5391,2604,0.51688,0,0,0,0,0,0,/192.168.0.12,/192.168.0.22,20161002_222128,20161002_222224,66 / 13688,,,,,,,,,,
65 / 13706,ZZZKBot,CruzBot,FALSE,FALSE,Andromeda,00:03:22,4971,1622,0.67357,0,0,0,1,0,0,/192.168.0.11,/192.168.0.12,20161002_224013,20161002_224116,66 / 13706,,,,,,,,,,
65 / 13723,ZZZKBot,MegaBot,FALSE,FALSE,Andromeda,00:05:08,5974,2973,0.50226,0,0,0,0,0,0,/192.168.0.43,/192.168.0.13,20161002_225340,20161002_225459,66 / 13723,,,,,,,,,,
65 / 13739,ZZZKBot,NUSBot,FALSE,FALSE,Andromeda,00:03:48,4942,2237,0.54724,0,0,0,0,0,0,/192.168.0.42,/192.168.0.31,20161002_230620,20161002_230717,66 / 13739,,,,,,,,,,
65 / 13754,ZZZKBot,Skynet,FALSE,FALSE,Andromeda,00:08:07,7906,4895,0.3808,0,0,0,0,0,0,/192.168.0.11,/192.168.0.12,20161002_231917,20161002_232053,66 / 13754,,,,,,,,,,
65 / 13768,ZZZKBot,Xelnaga,FALSE,FALSE,Andromeda,00:03:51,5315,2276,0.57167,0,0,0,0,0,0,/192.168.0.11,/192.168.0.12,20161002_232957,20161002_233047,66 / 13768,,,,,,,,,,
65 / 13781,ZZZKBot,Ximp,FALSE,FALSE,Andromeda,00:11:56,25747,11899,0.53783,0,0,0,81,0,0,/192.168.0.23,/192.168.0.43,20161002_234035,20161002_234253,66 / 13781,,,,,,,,,,
65 / 13823,ZZZKBot,Oritaka,FALSE,FALSE,Andromeda,00:03:38,4775,1719,0.63987,0,0,0,0,0,0,/192.168.0.42,/192.168.0.12,20161003_002342,20161003_002451,66 / 13823,,,,,,,,,,
65 / 13831,ZZZKBot,SRbotOne,FALSE,FALSE,Andromeda,00:03:57,4370,1949,0.55388,0,0,0,1,0,0,/192.168.0.22,/192.168.0.32,20161003_003056,20161003_003154,66 / 13831,,,,,,,,,,
65 / 13838,ZZZKBot,TerranUAB,FALSE,FALSE,Andromeda,00:05:55,5142,1983,0.61423,0,0,0,0,0,0,/192.168.0.42,/192.168.0.33,20161003_003957,20161003_004116,66 / 13838,,,,,,,,,,
65 / 13844,ZZZKBot,Tyr,FALSE,FALSE,Andromeda,00:02:59,2657,450,0.83032,0,0,0,0,0,0,/192.168.0.11,/192.168.0.33,20161003_004447,20161003_004532,66 / 13844,,,,,,,,,,
65 / 13849,ZZZKBot,Cimex,Cimex,FALSE,Andromeda,00:02:48,1957,1321,0.32482,0,0,0,0,0,0,/192.168.0.22,/192.168.0.13,20161003_004905,20161003_005057,66 / 13849,,,,,,,,,,
65 / 13853,ZZZKBot,GarmBot,FALSE,FALSE,Andromeda,00:05:24,7998,3296,0.58782,0,0,0,0,0,0,/192.168.0.13,/192.168.0.41,20161003_005236,20161003_005416,66 / 13853,,,,,,,,,,
65 / 13856,ZZZKBot,JiaBot,FALSE,FALSE,Andromeda,00:11:13,25012,12440,0.50262,0,0,0,2,0,0,/192.168.0.34,/192.168.0.42,20161003_005510,20161003_005705,66 / 13856,,,,,,,,,,
66 / 13898,ZZZKBot,Aiur,FALSE,FALSE,CircuitBreaker,00:04:01,5187,2204,0.57498,0,0,0,0,0,0,/192.168.0.32,/192.168.0.34,20161003_013302,20161003_013401,67 / 13898,,,,,,,,,,
66 / 13916,ZZZKBot,CruzBot,FALSE,FALSE,CircuitBreaker,00:03:30,5228,1729,0.66915,0,0,0,0,0,0,/192.168.0.31,/192.168.0.43,20161003_015040,20161003_015150,67 / 13916,,,,,,,,,,
66 / 13933,ZZZKBot,MegaBot,FALSE,FALSE,CircuitBreaker,00:04:59,5850,2907,0.50299,0,0,0,0,0,0,/192.168.0.44,/192.168.0.43,20161003_020438,20161003_020603,67 / 13933,,,,,,,,,,
66 / 13949,ZZZKBot,NUSBot,FALSE,FALSE,CircuitBreaker,00:03:51,4958,2203,0.55556,0,0,0,0,0,0,/192.168.0.12,/192.168.0.33,20161003_021735,20161003_021838,67 / 13949,,,,,,,,,,
66 / 13964,ZZZKBot,Skynet,FALSE,FALSE,CircuitBreaker,00:05:07,5874,2957,0.49651,0,0,0,0,0,0,/192.168.0.11,/192.168.0.22,20161003_023221,20161003_023335,67 / 13964,,,,,,,,,,
66 / 13978,ZZZKBot,Xelnaga,FALSE,FALSE,CircuitBreaker,00:04:50,6507,3178,0.51152,0,0,0,0,0,0,/192.168.0.32,/192.168.0.33,20161003_024234,20161003_024338,67 / 13978,,,,,,,,,,
66 / 13991,ZZZKBot,Ximp,FALSE,FALSE,CircuitBreaker,00:10:56,19527,8915,0.54342,0,0,0,12,0,0,/192.168.0.11,/192.168.0.43,20161003_025327,20161003_025520,67 / 13991,,,,,,,,,,
66 / 14033,ZZZKBot,Oritaka,FALSE,FALSE,CircuitBreaker,00:03:59,5311,1969,0.62914,0,0,0,0,0,0,/192.168.0.31,/192.168.0.22,20161003_032603,20161003_032713,67 / 14033,,,,,,,,,,
66 / 14041,ZZZKBot,SRbotOne,FALSE,FALSE,CircuitBreaker,00:04:11,4818,2039,0.57668,0,0,0,3,0,0,/192.168.0.22,/192.168.0.13,20161003_033521,20161003_033616,67 / 14041,,,,,,,,,,
66 / 14048,ZZZKBot,TerranUAB,FALSE,FALSE,CircuitBreaker,00:09:36,6026,1945,0.67712,0,0,0,0,0,0,/192.168.0.32,/192.168.0.11,20161003_034320,20161003_034515,67 / 14048,,,,,,,,,,
66 / 14054,ZZZKBot,Tyr,FALSE,FALSE,CircuitBreaker,00:02:58,2689,450,0.83234,0,0,0,0,0,0,/192.168.0.34,/192.168.0.13,20161003_034750,20161003_034840,67 / 14054,,,,,,,,,,
66 / 14059,ZZZKBot,Cimex,FALSE,FALSE,CircuitBreaker,00:03:25,3958,1665,0.57919,0,0,0,0,0,0,/192.168.0.13,/192.168.0.11,20161003_035140,20161003_035243,67 / 14059,,,,,,,,,,
66 / 14063,ZZZKBot,GarmBot,FALSE,FALSE,CircuitBreaker,00:06:04,8462,3204,0.62129,0,0,0,0,0,0,/192.168.0.31,/192.168.0.13,20161003_035455,20161003_035648,67 / 14063,,,,,,,,,,
66 / 14066,ZZZKBot,JiaBot,FALSE,FALSE,CircuitBreaker,00:10:57,20675,8769,0.57584,0,0,0,0,0,0,/192.168.0.32,/192.168.0.44,20161003_035720,20161003_035907,67 / 14066,,,,,,,,,,
66 / 14068,ZZZKBot,Overkill,FALSE,FALSE,CircuitBreaker,00:06:18,9776,4476,0.54209,0,0,0,0,0,0,/192.168.0.43,/192.168.0.31,20161003_035905,20161003_040041,67 / 14068,,,,,,,,,,
66 / 14069,ZZZKBot,tscmoo,FALSE,FALSE,CircuitBreaker,00:03:29,4384,1621,0.6301,0,0,0,0,0,0,/192.168.0.11,/192.168.0.13,20161003_035951,20161003_040119,67 / 14069,,,,,,,,,,
67 / 14126,ZZZKBot,CruzBot,FALSE,FALSE,EmpireoftheSun,00:03:34,5284,1761,0.6666,0,0,0,0,0,0,/192.168.0.43,/192.168.0.32,20161003_044900,20161003_045005,68 / 14126,,,,,,,,,,
67 / 14143,ZZZKBot,MegaBot,FALSE,FALSE,EmpireoftheSun,00:06:59,6579,3588,0.45456,0,0,0,0,0,0,/192.168.0.44,/192.168.0.41,20161003_050217,20161003_050358,68 / 14143,,,,,,,,,,
67 / 14159,ZZZKBot,NUSBot,FALSE,FALSE,EmpireoftheSun,00:03:46,5050,2253,0.55375,0,0,0,0,0,0,/192.168.0.22,/192.168.0.23,20161003_051639,20161003_051734,68 / 14159,,,,,,,,,,
67 / 14174,ZZZKBot,Skynet,FALSE,FALSE,EmpireoftheSun,00:07:03,7605,4124,0.45767,0,0,0,0,0,0,/192.168.0.43,/192.168.0.22,20161003_053122,20161003_053244,68 / 14174,,,,,,,,,,
67 / 14188,ZZZKBot,Xelnaga,FALSE,FALSE,EmpireoftheSun,00:04:04,5555,2208,0.60241,0,0,0,0,0,0,/192.168.0.33,/192.168.0.31,20161003_054401,20161003_054456,68 / 14188,,,,,,,,,,
67 / 14201,ZZZKBot,Ximp,FALSE,FALSE,EmpireoftheSun,00:06:52,12035,5211,0.56697,0,0,0,5,0,0,/192.168.0.33,/192.168.0.23,20161003_055517,20161003_055632,68 / 14201,,,,,,,,,,
67 / 14213,ZZZKBot,IceBot,FALSE,FALSE,EmpireoftheSun,00:03:56,4490,2025,0.54888,0,0,0,1,0,0,/192.168.0.22,/192.168.0.32,20161003_060430,20161003_060526,68 / 14213,,,,,,,,,,
67 / 14224,ZZZKBot,Iron,FALSE,FALSE,EmpireoftheSun,00:14:04,11635,2427,0.79134,0,0,0,0,0,0,/192.168.0.44,/192.168.0.11,20161003_061334,20161003_061544,68 / 14224,,,,,,,,,,
67 / 14234,ZZZKBot,LetaBot,FALSE,FALSE,EmpireoftheSun,00:05:23,5340,2719,0.49073,0,0,0,0,0,0,/192.168.0.31,/192.168.0.11,20161003_062122,20161003_062222,68 / 14234,,,,,,,,,,
67 / 14243,ZZZKBot,Oritaka,FALSE,FALSE,EmpireoftheSun,00:03:43,4966,1799,0.63761,0,0,0,0,0,0,/192.168.0.11,/192.168.0.31,20161003_062755,20161003_062855,68 / 14243,,,,,,,,,,
67 / 14251,ZZZKBot,SRbotOne,FALSE,FALSE,EmpireoftheSun,00:03:53,4382,2001,0.54324,0,0,0,2,0,0,/192.168.0.23,/192.168.0.13,20161003_063520,20161003_063609,68 / 14251,,,,,,,,,,
67 / 14258,ZZZKBot,TerranUAB,FALSE,FALSE,EmpireoftheSun,00:14:03,10731,2355,0.78047,0,0,0,0,0,0,/192.168.0.31,/192.168.0.34,20161003_064051,20161003_064326,68 / 14258,,,,,,,,,,
67 / 14264,ZZZKBot,Tyr,FALSE,FALSE,EmpireoftheSun,00:02:55,2641,500,0.81037,0,0,0,0,0,0,/192.168.0.34,/192.168.0.11,20161003_064731,20161003_064817,68 / 14264,,,,,,,,,,
67 / 14269,ZZZKBot,Cimex,FALSE,FALSE,EmpireoftheSun,00:03:26,3810,1767,0.53608,0,0,0,0,0,0,/192.168.0.11,/192.168.0.32,20161003_065119,20161003_065216,68 / 14269,,,,,,,,,,
67 / 14273,ZZZKBot,GarmBot,FALSE,FALSE,EmpireoftheSun,00:05:03,7474,3120,0.58247,0,0,0,0,0,0,/192.168.0.31,/192.168.0.11,20161003_065420,20161003_065552,68 / 14273,,,,,,,,,,
67 / 14276,ZZZKBot,JiaBot,FALSE,FALSE,EmpireoftheSun,00:11:29,26993,13113,0.51419,0,0,0,0,0,0,/192.168.0.22,/192.168.0.12,20161003_065653,20161003_065843,68 / 14276,,,,,,,,,,
68 / 14299,ZZZKBot,UAlbertaBot,FALSE,FALSE,Fortress,00:14:34,27049,13159,0.51349,0,0,0,2,0,0,/192.168.0.32,/192.168.0.33,20161003_071532,20161003_071754,69 / 14299,,,,,,,,,,
68 / 14318,ZZZKBot,Aiur,FALSE,FALSE,Fortress,00:03:59,4947,2318,0.53133,0,0,0,0,0,0,/192.168.0.33,/192.168.0.12,20161003_073040,20161003_073140,69 / 14318,,,,,,,,,,
68 / 14336,ZZZKBot,CruzBot,FALSE,FALSE,Fortress,00:03:28,5168,1751,0.66106,0,0,0,2,0,0,/192.168.0.33,/192.168.0.42,20161003_074856,20161003_075006,69 / 14336,,,,,,,,,,
68 / 14353,ZZZKBot,MegaBot,FALSE,FALSE,Fortress,00:03:48,4807,2162,0.55012,0,0,0,0,0,0,/192.168.0.41,/192.168.0.44,20161003_080232,20161003_080343,69 / 14353,,,,,,,,,,
68 / 14369,ZZZKBot,NUSBot,FALSE,FALSE,Fortress,00:03:43,4650,2285,0.50849,0,0,0,0,0,0,/192.168.0.31,/192.168.0.12,20161003_081500,20161003_081559,69 / 14369,,,,,,,,,,
68 / 14384,ZZZKBot,Skynet,FALSE,FALSE,Fortress,00:05:56,6180,3413,0.44766,0,0,0,0,0,0,/192.168.0.43,/192.168.0.42,20161003_082852,20161003_083009,69 / 14384,,,,,,,,,,
68 / 14398,ZZZKBot,Xelnaga,FALSE,FALSE,Fortress,00:03:39,4951,2140,0.56765,0,0,0,0,0,0,/192.168.0.23,/192.168.0.32,20161003_083907,20161003_084002,69 / 14398,,,,,,,,,,
68 / 14411,ZZZKBot,Ximp,FALSE,FALSE,Fortress,00:09:45,15115,6021,0.60161,0,0,0,6,0,0,/192.168.0.44,/192.168.0.23,20161003_085019,20161003_085214,69 / 14411,,,,,,,,,,
68 / 14423,ZZZKBot,IceBot,FALSE,FALSE,Fortress,00:03:30,4368,1835,0.57977,0,0,0,0,0,0,/192.168.0.11,/192.168.0.42,20161003_090009,20161003_090108,69 / 14423,,,,,,,,,,
68 / 14434,ZZZKBot,Iron,FALSE,FALSE,Fortress,00:13:46,10561,1887,0.82125,0,0,0,0,0,0,/192.168.0.34,/192.168.0.23,20161003_090757,20161003_091000,69 / 14434,,,,,,,,,,
68 / 14444,ZZZKBot,LetaBot,FALSE,FALSE,Fortress,00:23:16,47117,48810,-0.03468,0,0,0,11,0,0,/192.168.0.11,/192.168.0.41,20161003_091846,20161003_092934,69 / 14444,,,,,,,,,,
68 / 14453,ZZZKBot,Oritaka,FALSE,FALSE,Fortress,00:03:46,4997,1823,0.63505,0,0,0,0,0,0,/192.168.0.22,/192.168.0.13,20161003_093255,20161003_093404,69 / 14453,,,,,,,,,,
68 / 14461,ZZZKBot,SRbotOne,FALSE,FALSE,Fortress,00:03:39,4250,1827,0.56998,0,0,0,3,0,0,/192.168.0.11,/192.168.0.34,20161003_094023,20161003_094115,69 / 14461,,,,,,,,,,
68 / 14468,ZZZKBot,TerranUAB,FALSE,FALSE,Fortress,00:07:47,5534,1931,0.65095,0,0,0,0,0,0,/192.168.0.12,/192.168.0.31,20161003_094541,20161003_094717,69 / 14468,,,,,,,,,,
68 / 14474,ZZZKBot,Tyr,FALSE,FALSE,Fortress,00:02:46,2649,450,0.82981,0,0,0,0,0,0,/192.168.0.32,/192.168.0.44,20161003_095020,20161003_095110,69 / 14474,,,,,,,,,,
68 / 14479,ZZZKBot,Cimex,FALSE,FALSE,Fortress,00:03:17,3394,1247,0.6324,0,0,0,0,0,0,/192.168.0.44,/192.168.0.31,20161003_095410,20161003_095510,69 / 14479,,,,,,,,,,
68 / 14483,ZZZKBot,GarmBot,FALSE,FALSE,Fortress,00:05:35,8174,3176,0.61138,0,0,0,0,0,0,/192.168.0.31,/192.168.0.33,20161003_095724,20161003_095914,69 / 14483,,,,,,,,,,
68 / 14486,ZZZKBot,JiaBot,FALSE,FALSE,Fortress,00:11:13,17894,9406,0.47432,0,0,0,0,0,0,/192.168.0.41,/192.168.0.32,20161003_095947,20161003_100132,69 / 14486,,,,,,,,,,
68 / 14488,ZZZKBot,Overkill,FALSE,FALSE,Fortress,00:12:30,29709,19008,0.36018,0,0,0,0,0,0,/192.168.0.43,/192.168.0.13,20161003_100132,20161003_100415,69 / 14488,,,,,,,,,,
69 / 14509,ZZZKBot,UAlbertaBot,FALSE,FALSE,Python,00:09:54,12794,5342,0.58242,0,0,0,0,0,0,/192.168.0.32,/192.168.0.23,20161003_102532,20161003_102709,70 / 14509,,,,,,,,,,
69 / 14528,ZZZKBot,Aiur,FALSE,FALSE,Python,00:04:10,5151,2248,0.56347,0,0,0,0,0,0,/192.168.0.32,/192.168.0.41,20161003_103906,20161003_104001,70 / 14528,,,,,,,,,,
69 / 14546,ZZZKBot,CruzBot,FALSE,FALSE,Python,00:04:11,5011,1610,0.67857,0,0,0,0,0,0,/192.168.0.43,/192.168.0.44,20161003_105325,20161003_105433,70 / 14546,,,,,,,,,,
69 / 14563,ZZZKBot,MegaBot,FALSE,FALSE,Python,00:04:39,5192,2647,0.49008,0,0,0,0,0,0,/192.168.0.42,/192.168.0.23,20161003_111031,20161003_111142,70 / 14563,,,,,,,,,,
69 / 14579,ZZZKBot,NUSBot,FALSE,FALSE,Python,00:04:04,5003,2302,0.53977,0,0,0,0,0,0,/192.168.0.42,/192.168.0.41,20161003_112228,20161003_112324,70 / 14579,,,,,,,,,,
69 / 14594,ZZZKBot,Skynet,FALSE,FALSE,Python,00:04:32,5184,2591,0.5001,0,0,0,0,0,0,/192.168.0.41,/192.168.0.31,20161003_113520,20161003_113627,70 / 14594,,,,,,,,,,
69 / 14608,ZZZKBot,Xelnaga,FALSE,FALSE,Python,00:03:43,4927,2026,0.58868,0,0,0,0,0,0,/192.168.0.32,/192.168.0.22,20161003_114610,20161003_114701,70 / 14608,,,,,,,,,,
69 / 14621,ZZZKBot,Ximp,FALSE,FALSE,Python,00:11:19,18349,7983,0.5649,0,0,0,8,0,0,/192.168.0.41,/192.168.0.11,20161003_115656,20161003_115859,70 / 14621,,,,,,,,,,
69 / 14633,ZZZKBot,IceBot,FALSE,FALSE,Python,00:03:31,4410,1745,0.60417,0,0,0,0,0,0,/192.168.0.23,/192.168.0.11,20161003_120712,20161003_120805,70 / 14633,,,,,,,,,,
69 / 14644,ZZZKBot,Iron,FALSE,FALSE,Python,00:16:56,18391,10043,0.45389,0,0,0,0,0,0,/192.168.0.34,/192.168.0.23,20161003_121626,20161003_121821,70 / 14644,,,,,,,,,,
69 / 14654,ZZZKBot,LetaBot,FALSE,FALSE,Python,00:03:47,4648,1949,0.58055,0,0,0,1,0,0,/192.168.0.22,/192.168.0.23,20161003_122348,20161003_122450,70 / 14654,,,,,,,,,,
69 / 14663,ZZZKBot,Oritaka,FALSE,FALSE,Python,00:03:26,4694,1628,0.65304,0,0,0,0,0,0,/192.168.0.32,/192.168.0.43,20161003_123105,20161003_123206,70 / 14663,,,,,,,,,,
69 / 14671,ZZZKBot,SRbotOne,FALSE,FALSE,Python,00:04:02,4454,2103,0.52772,0,0,0,2,0,0,/192.168.0.44,/192.168.0.23,20161003_123716,20161003_123804,70 / 14671,,,,,,,,,,
69 / 14678,ZZZKBot,TerranUAB,FALSE,FALSE,Python,00:05:15,4654,1891,0.59356,0,0,0,0,0,0,/192.168.0.42,/192.168.0.31,20161003_124331,20161003_124442,70 / 14678,,,,,,,,,,
69 / 14684,ZZZKBot,Tyr,FALSE,FALSE,Python,00:02:49,2673,550,0.79394,0,0,0,0,0,0,/192.168.0.41,/192.168.0.11,20161003_124754,20161003_124840,70 / 14684,,,,,,,,,,
69 / 14689,ZZZKBot,Cimex,FALSE,FALSE,Python,00:03:17,3702,1669,0.54901,0,0,0,0,0,0,/192.168.0.44,/192.168.0.11,20161003_125136,20161003_125233,70 / 14689,,,,,,,,,,
69 / 14693,ZZZKBot,GarmBot,FALSE,FALSE,Python,00:05:38,8070,3238,0.59869,0,0,0,0,0,0,/192.168.0.44,/192.168.0.32,20161003_125556,20161003_125741,70 / 14693,,,,,,,,,,
69 / 14696,ZZZKBot,JiaBot,FALSE,FALSE,Python,00:12:53,25285,15192,0.39915,0,0,0,0,0,0,/192.168.0.34,/192.168.0.22,20161003_125828,20161003_130019,70 / 14696,,,,,,,,,,
69 / 14698,ZZZKBot,Overkill,FALSE,FALSE,Python,00:11:02,21545,12352,0.42667,0,0,0,0,0,0,/192.168.0.32,/192.168.0.13,20161003_130039,20161003_130253,70 / 14698,,,,,,,,,,
70 / 14719,ZZZKBot,UAlbertaBot,FALSE,FALSE,Benzene,00:05:52,10407,3893,0.62586,0,0,0,0,0,0,/192.168.0.43,/192.168.0.12,20161003_132122,20161003_132230,71 / 14719,,,,,,,,,,
70 / 14756,ZZZKBot,CruzBot,FALSE,FALSE,Benzene,00:03:43,5300,1857,0.6495,0,0,0,0,0,0,/192.168.0.31,/192.168.0.32,20161003_134925,20161003_135032,71 / 14756,,,,,,,,,,
70 / 14789,ZZZKBot,NUSBot,FALSE,FALSE,Benzene,00:04:01,5255,2388,0.54547,0,0,0,0,0,0,/192.168.0.44,/192.168.0.34,20161003_141736,20161003_141836,71 / 14789,,,,,,,,,,
70 / 14804,ZZZKBot,Skynet,FALSE,FALSE,Benzene,00:15:57,17568,14584,0.16984,0,0,0,0,0,0,/192.168.0.22,/192.168.0.31,20161003_142933,20161003_143205,71 / 14804,,,,,,,,,,
70 / 14818,ZZZKBot,Xelnaga,FALSE,FALSE,Benzene,00:04:32,6051,2786,0.53949,0,0,0,0,0,0,/192.168.0.31,/192.168.0.22,20161003_143957,20161003_144057,71 / 14818,,,,,,,,,,
70 / 14831,ZZZKBot,Ximp,FALSE,FALSE,Benzene,00:12:09,23033,10703,0.5353,0,0,0,22,0,0,/192.168.0.11,/192.168.0.41,20161003_145054,20161003_145318,71 / 14831,,,,,,,,,,
70 / 14843,ZZZKBot,IceBot,FALSE,FALSE,Benzene,00:04:52,5340,2499,0.53192,0,0,0,0,0,0,/192.168.0.12,/192.168.0.41,20161003_150056,20161003_150202,71 / 14843,,,,,,,,,,
70 / 14873,ZZZKBot,Oritaka,FALSE,FALSE,Benzene,00:03:52,5231,1961,0.625,0,0,0,0,0,0,/192.168.0.33,/192.168.0.12,20161003_152332,20161003_152439,71 / 14873,,,,,,,,,,
70 / 14881,ZZZKBot,SRbotOne,FALSE,FALSE,Benzene,00:04:39,5018,2375,0.5266,0,0,0,0,0,0,/192.168.0.13,/192.168.0.44,20161003_153008,20161003_153104,71 / 14881,,,,,,,,,,
70 / 14888,ZZZKBot,TerranUAB,FALSE,FALSE,Benzene,00:04:10,4722,2013,0.57358,0,0,0,1,0,0,/192.168.0.12,/192.168.0.31,20161003_153529,20161003_153640,71 / 14888,,,,,,,,,,
70 / 14894,ZZZKBot,Tyr,FALSE,FALSE,Benzene,00:03:07,2613,450,0.82747,0,0,0,0,0,0,/192.168.0.44,/192.168.0.13,20161003_154007,20161003_154057,71 / 14894,,,,,,,,,,
70 / 14899,ZZZKBot,Cimex,FALSE,FALSE,Benzene,00:03:35,4374,1777,0.5936,0,0,0,0,0,0,/192.168.0.13,/192.168.0.43,20161003_154353,20161003_154456,71 / 14899,,,,,,,,,,
70 / 14903,ZZZKBot,GarmBot,FALSE,FALSE,Benzene,00:07:52,12901,4124,0.68028,0,0,0,0,0,0,/192.168.0.11,/192.168.0.43,20161003_154704,20161003_154904,71 / 14903,,,,,,,,,,
70 / 14906,ZZZKBot,JiaBot,FALSE,FALSE,Benzene,00:10:58,23339,16228,0.30467,0,0,0,0,0,0,/192.168.0.32,/192.168.0.44,20161003_154926,20161003_155116,71 / 14906,,,,,,,,,,
71 / 14929,ZZZKBot,UAlbertaBot,FALSE,FALSE,Destination,00:05:24,9263,3245,0.64961,0,0,0,0,0,0,/192.168.0.23,/192.168.0.32,20161003_161310,20161003_161414,72 / 14929,,,,,,,,,,
71 / 14948,ZZZKBot,Aiur,FALSE,FALSE,Destination,00:03:51,4491,1872,0.58304,0,0,0,0,0,0,/192.168.0.34,/192.168.0.33,20161003_162641,20161003_162734,72 / 14948,,,,,,,,,,
71 / 14966,ZZZKBot,CruzBot,FALSE,FALSE,Destination,00:05:33,5383,1908,0.64543,0,0,0,0,0,0,/192.168.0.31,/192.168.0.43,20161003_164340,20161003_164457,72 / 14966,,,,,,,,,,
71 / 14983,ZZZKBot,MegaBot,FALSE,FALSE,Destination,00:03:48,4617,1976,0.57189,0,0,0,0,0,0,/192.168.0.12,/192.168.0.13,20161003_165633,20161003_165742,72 / 14983,,,,,,,,,,
71 / 14999,ZZZKBot,NUSBot,FALSE,FALSE,Destination,00:03:59,5075,2350,0.53684,0,0,0,0,0,0,/192.168.0.44,/192.168.0.41,20161003_170854,20161003_170949,72 / 14999,,,,,,,,,,
71 / 15014,ZZZKBot,Skynet,FALSE,FALSE,Destination,00:05:33,5615,2928,0.47845,0,0,0,0,0,0,/192.168.0.12,/192.168.0.33,20161003_172142,20161003_172250,72 / 15014,,,,,,,,,,
71 / 15028,ZZZKBot,Xelnaga,FALSE,FALSE,Destination,00:04:14,5945,2606,0.56155,0,0,0,0,0,0,/192.168.0.13,/192.168.0.43,20161003_173148,20161003_173243,72 / 15028,,,,,,,,,,
71 / 15041,ZZZKBot,Ximp,FALSE,FALSE,Destination,00:06:50,14759,6511,0.55881,0,0,0,2,0,0,/192.168.0.11,/192.168.0.42,20161003_174257,20161003_174413,72 / 15041,,,,,,,,,,
71 / 15053,ZZZKBot,IceBot,FALSE,FALSE,Destination,00:03:47,4526,1805,0.60106,0,0,0,0,0,0,/192.168.0.33,/192.168.0.43,20161003_175248,20161003_175343,72 / 15053,,,,,,,,,,
